Id,Start time,Completion time,Email,Name,What is your age group?,What is your occupation?,How often do you use the internet for work or personal activities?,Which devices do you use regularly?,How would you rate your cybersecurity knowledge based on your experience and security habits?.Rate your cybersecurity knowledge.,Which of the following is the most secure way to create a password?,"Have you ever been a victim of a cyber threat (e.g., phishing, hacked account, identity theft)?",If you choose yes above: What type of cyber threat did you experience?,Which of the following do you think are cybersecurity threats?,How have you learned about Cyber Security?,How do you typically create your passwords?,How often do you update your passwords?,"If you don’t update passwords regularly, why not?",Do you enable Two-Factor Authentication (2FA) on any accounts for extra security?,"If you receive a suspicious email, what is your first reaction?",How often do you read privacy policies before accepting them?,"If a pop-up warns you about a security risk, what would you do?",What are the main reasons people fall for cyber scams?,Why do you think people fall for cyber scams?,What makes you trust a website or online service?,Did you know AI tools can analyze cybersecurity risks?,"Would you use an AI-powered assistant to explain cybersecurity threats in simple terms? 
","Have you ever used AI tools (e.g., ChatGPT, Gemini, DeepSeek) for cybersecurity advice?","What concerns, if any, do you have about AI for Cyber Security?","If an AI could help you improve your cybersecurity knowledge, how would you like it to assist you?",What is the biggest challenge in learning cybersecurity?,Would you like to be updated on the results of this project?,Please enter your email if you’d like to receive updates.,"Is there anything missing from this survey or anything you would like to add about cybersecurity awareness? 
"
223,3/19/2025 14:42,3/19/2025 15:02,anonymous,,25-34,IT/Cybersecurity professional,Daily,Smartphone;Laptop,Good ,Using a password manager to generate and store unique passwords.,Yes,Hacked account;Phishing,All of the above,"Online courses (YouTube, Udemy, etc.);News & articles;Formal training at work or school",Reuse passwords across accounts;Use a password manager,Only when required,I forget to update my passwords,Yes,Report it;Verify sender details before taking action,Never,Google the warning for more info;Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important;They are in a rush and don’t double-check,,,No,Maybe,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data; AI might make mistakes and misidentify threats;AI replacing human cybersecurity experts,"Short educational videos explaining security concepts; Hands-on simulations (e.g., recognizing phishing emails in real-time);Cybersecurity challenges or mini-games to learn security skills. ;Real-time alerts for security threats (e.g., phishing, data breaches)",I'm actively learning about cybersecurity,Yes,,
224,3/19/2025 14:57,3/19/2025 15:02,anonymous,,45-54,IT/Cybersecurity professional,Daily,Smartphone;Laptop,Good ,Using a password manager to generate and store unique passwords.,No,,All of the above,Formal training at work or school;News & articles,Reuse passwords across accounts,Only when required,Too difficult to remember new passwords,Yes,Report it,Rarely,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Maybe,"I’ve used AI, but not for cybersecurity",AI could be biased and not work equally for everyone,"Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)",Online resources are too boring or hard to understand,Yes,,
225,3/19/2025 14:10,3/19/2025 15:25,anonymous,,55-64,Finance/Banking,Daily,Smartphone;Laptop,Good ,Using a password manager to generate and store unique passwords.,No,,All of the above,Campaigns at Axians,Reuse passwords across accounts,Every few months,,Yes,Verify sender details before taking action,Sometimes,Read carefully before taking action,Scammers are getting more convincing;They don’t recognize the scam;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,Yes,No,AI could collect too much personal data,"Real-time alerts for security threats (e.g., phishing, data breaches);Cybersecurity challenges or mini-games to learn security skills. ; Hands-on simulations (e.g., recognizing phishing emails in real-time)",I think I already know enough,Yes,,
226,3/19/2025 15:57,3/19/2025 16:01,anonymous,,25-34,IT/Cybersecurity professional,Daily,"Smartphone;Laptop;Smart home devices (Alexa, Google Home, etc.)",Some ,Using a password manager to generate and store unique passwords.,Yes,Phishing,Phishing;Ransomware;Public WiFi risks;Weak passwords;All of the above;AI-driven cyber attacks,"Formal training at work or school;Social media (TikTok, Twitter, Instagram, etc.);News & articles",Create unique passwords for each account,Every few months,,Yes,Report it,Sometimes,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing,,,Yes,Yes,No,AI could collect too much personal data;AI could be biased and not work equally for everyone,"Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)",I don’t have time to learn,Yes,,
227,3/20/2025 8:40,3/20/2025 8:48,anonymous,,45-54,Manager ICT,Daily,Laptop;Smartphone;Tablet,Some ,Writing down passwords in a notebook so you don’t forget them.,No,Phishing,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,Formal training at work or school;News & articles,Create unique passwords for each account,Only when required,Takes too much time,Yes,Report it;Click the link to check what it says;Verify sender details before taking action,Always,Close it immediately,They don’t think cybersecurity is important;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,"Yes, but only if it’s interactive",Yes, AI might make mistakes and misidentify threats;AI could collect too much personal data,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches); Hands-on simulations (e.g., recognizing phishing emails in real-time);Cybersecurity challenges or mini-games to learn security skills. ;Short educational videos explaining security concepts",I learn best through interactive learning,Yes,,
228,3/20/2025 8:32,3/20/2025 8:59,anonymous,,55-64,IT/Cybersecurity professional,Daily,"Smartphone;Laptop;Tablet;Smart home devices (Alexa, Google Home, etc.)",Good ,Using a password manager to generate and store unique passwords.,No,,All of the above,News & articles;Common sense and out of former occupation,Use a password manager;Create unique passwords for each account,Every few months,,Yes,Verify sender details before taking action;Report it,Sometimes,Read carefully before taking action;Close it immediately,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;they think it won't happen to them,,,Yes,Yes,"I’ve used AI, but not for cybersecurity",AI could collect too much personal data; AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone;AI replacing human cybersecurity experts,"Step-by-step guides;Quick answers to security questions;Cybersecurity challenges or mini-games to learn security skills. ; Hands-on simulations (e.g., recognizing phishing emails in real-time);Short educational videos explaining security concepts",Online resources are too boring or hard to understand,No,,
229,3/20/2025 9:04,3/20/2025 9:18,anonymous,,45-54,IT/Cybersecurity professional,Daily,Laptop;Smartphone,Some ,Using a password manager to generate and store unique passwords.,No,,All of the above,Formal training at work or school;News & articles,Use a password manager,Every few months,,Yes,Report it;Verify sender details before taking action,Sometimes,Read carefully before taking action,They trust emails or messages that seem urgent;They are in a rush and don’t double-check;They don’t think cybersecurity is important;Scammers are getting more convincing;They don’t recognize the scam,,,Yes,Maybe,Yes, AI might make mistakes and misidentify threats;AI could collect too much personal data;AI could be biased and not work equally for everyone;AI replacing human cybersecurity experts,"Step-by-step guides; Hands-on simulations (e.g., recognizing phishing emails in real-time)",I don’t have time to learn,Yes,,Maybe a question that asks what to do in case of a cyber-hack (on laptop/account) etcetera
230,3/20/2025 10:20,3/20/2025 10:24,anonymous,,25-34,IT/Cybersecurity professional,Daily,Smartphone;Laptop;Desktop computer,Some ,Using a password manager to generate and store unique passwords.,Yes,Hacked account,Phishing;Ransomware;Weak passwords;All of the above;AI-driven cyber attacks;Public WiFi risks,I don’t actively learn about cybersecurity,Use a password manager;Create unique passwords for each account,Only when required,"I use a password manager, so I don’t need to",Yes,Report it;Verify sender details before taking action,Never,Read carefully before taking action;Google the warning for more info,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,No,"Yes, but only if it’s interactive",No, AI might make mistakes and misidentify threats;AI could collect too much personal data,"Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)",I learn best through interactive learning,No,,
231,3/20/2025 10:40,3/20/2025 10:44,anonymous,,25-34,IT/Cybersecurity professional,Daily,Smartphone;Laptop,Good ,Using a password manager to generate and store unique passwords.,Yes,Phishing,All of the above,Formal training at work or school;News & articles;Podcasts,Use a password manager,Only when required,"I use a password manager, so I don’t need to",Yes,Report it;Verify sender details before taking action,Rarely,Google the warning for more info,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent,,,Yes,Maybe,"I’ve used AI, but not for cybersecurity"," AI might make mistakes and misidentify threats;No concerns, I fully trust AI","Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches); Hands-on simulations (e.g., recognizing phishing emails in real-time)",I'm actively learning about cybersecurity,Yes,,
232,3/21/2025 16:50,3/21/2025 16:53,anonymous,,35-44,IT/Cybersecurity professional,Daily,Smartphone;Laptop;Desktop computer,Good ,Using a password manager to generate and store unique passwords.,No,Phishing,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,"Formal training at work or school;Online courses (YouTube, Udemy, etc.);News & articles",Create unique passwords for each account;Use a password manager,Only when required,I don’t think it’s necessary,Yes,Report it,Never,Read carefully before taking action,They don’t recognize the scam;Scammers are getting more convincing;They are in a rush and don’t double-check;They trust emails or messages that seem urgent;They don’t think cybersecurity is important,,,No,Maybe,Yes, AI might make mistakes and misidentify threats;AI could be biased and not work equally for everyone,"Step-by-step guides;Quick answers to security questions;Real-time alerts for security threats (e.g., phishing, data breaches)",I'm actively learning about cybersecurity,Yes,,
233,3/24/2025 10:27,3/24/2025 11:35,anonymous,,45-54,Finance/Banking,Daily,Smartphone;Laptop,Basic ,Using a password manager to generate and store unique passwords.,Yes,Phishing,Phishing;Ransomware;Public WiFi risks;Weak passwords;AI-driven cyber attacks;All of the above,Formal training at work or school,Create unique passwords for each account,Every few months,Too difficult to remember new passwords,Yes,Report it,Never,Close it immediately,They are in a rush and don’t double-check;They don’t recognize the scam;Scammers are getting more convincing;They don’t think cybersecurity is important,,,No,Maybe,No,"No concerns, I fully trust AI",Short educational videos explaining security concepts,Cyber Security is too technical and complex,Yes,,no
